1	415	10040.0	15162	12983
1	623	13084.0	15162	13946
1	625	8754.0	15162	8608
1	875	8902.0	15162	16578
1	876	8793.0	15162	8423
2	142	1218.0	14884	7162
2	187	974.0	14884	9991
2	188	10621.0	14884	11509
2	217	1061.0	14884	6041
2	255	8839.0	14884	11927
2	432	11427.0	14884	14119
2	674	5218.0	14884	11520
2	679	9729.0	14884	11418
2	694	3888.0	14884	8818
2	951	9819.0	14884	11235
3	214	6184.0	9629	6800
3	385	5979.0	9629	11695
3	502	6092.0	9629	13491
3	578	2227.0	9629	10348
3	633	7706.0	9629	11759
3	954	5391.0	9629	9650
4	307	5271.0	12920	12741
4	526	5271.0	12920	14187
4	575	7167.0	12920	13276
4	598	5271.0	12920	11653
4	832	5610.0	12920	11539
5	319	6779.0	7659	11003
5	420	6269.0	7659	10357
5	835	5407.0	7659	7123
5	914	5504.0	7659	6345
5	969	7440.0	7659	17077
6	150	6763.0	17071	13711
6	163	7520.0	17071	7721
6	339	7981.0	17071	12804
6	545	10344.0	17071	10546
6	557	8982.0	17071	12084
6	709	7958.0	17071	8742
6	768	9394.0	17071	11408
6	785	9606.0	17071	10107
6	795	7781.0	17071	7892
6	833	6022.0	17071	6996
6	852	9110.0	17071	8670
7	166	2222.0	11814	8836
7	225	7847.0	11814	8307
7	455	9542.0	11814	10020
7	541	3538.0	11814	7835
7	656	3538.0	11814	9338
7	905	8768.0	11814	8835
7	909	1596.0	11814	13686
7	912	1737.0	11814	6903
7	965	11643.0	11814	13487
7	998	7923.0	11814	13319
8	306	5003.0	11034	14532
8	486	4998.0	11034	8123
8	492	5002.0	11034	8555
8	813	7003.0	11034	13151
8	846	6255.0	11034	12098
9	133	3996.0	5637	12011
9	141	5637.0	5637	11197
9	190	5637.0	5637	9801
9	199	1767.0	5637	16277
9	230	1717.0	5637	8366
9	600	3760.0	5637	3824
9	613	3420.0	5637	13103
9	994	4459.0	5637	9066
10	289	3643.0	7998	10220
10	390	5093.0	7998	8412
10	741	5728.0	7998	11005
10	862	6644.0	7998	8326
10	898	5211.0	7998	13335
10	918	5377.0	7998	8068
11	422	4807.0	14429	17587
11	507	9974.0	14429	11756
11	509	11000.0	14429	14143
11	611	8438.0	14429	11536
11	756	8378.0	14429	7997
11	957	8356.0	14429	10113
12	577	9246.0	11060	16237
12	695	6784.0	11060	13965
12	727	6316.0	11060	6554
12	789	8441.0	11060	11670
12	834	7836.0	11060	13965
13	358	8055.0	9571	11205
13	468	7503.0	9571	12709
13	512	8880.0	9571	11951
13	782	7981.0	9571	12238
13	879	8144.0	9571	11622
14	259	3486.0	12383	8025
14	421	3486.0	12383	15809
14	423	3503.0	12383	7235
14	431	3459.0	12383	4913
14	955	3188.0	12383	7443
15	233	11246.0	15442	11133
15	388	7886.0	15442	8186
15	400	6969.0	15442	9557
15	882	9905.0	15442	11151
15	916	7972.0	15442	14416
16	274	6666.0	7483	11262
16	351	7483.0	7483	9754
16	441	7483.0	7483	8331
16	661	7483.0	7483	10700
16	919	7150.0	7483	10642
16	963	1242.0	7483	15293
17	208	8978.0	14154	10013
17	379	9429.0	14154	10188
17	617	9367.0	14154	18485
17	900	8098.0	14154	8067
17	925	7516.0	14154	10581
18	262	5565.0	7034	7924
18	497	6064.0	7034	19314
18	605	5978.0	7034	7630
18	746	5489.0	7034	8387
18	931	6695.0	7034	10489
19	173	2651.0	9800	12580
19	196	3408.0	9800	12599
19	340	2249.0	9800	9388
19	380	7452.0	9800	8826
19	414	7146.0	9800	13801
19	447	2207.0	9800	11754
19	454	7252.0	9800	8447
19	533	3746.0	9800	12585
19	585	1595.0	9800	11270
19	603	6637.0	9800	6548
19	787	6206.0	9800	9318
20	232	7653.0	9947	11839
20	312	7243.0	9947	12880
20	527	9154.0	9947	17488
20	724	5957.0	9947	8027
20	870	5999.0	9947	9738
21	395	5115.0	7242	13160
21	615	6321.0	7242	9226
21	790	5042.0	7242	9854
21	826	6288.0	7242	7774
21	902	5274.0	7242	7297
22	442	2367.0	8822	3201
22	450	2390.0	8822	17097
22	579	2472.0	8822	5501
22	640	3244.0	8822	3448
22	997	3419.0	8822	13983
23	440	6187.0	7446	13287
23	465	5999.0	7446	10776
23	760	6691.0	7446	16084
23	886	6974.0	7446	7087
23	974	7273.0	7446	8981
24	377	6586.0	9936	11054
24	410	5842.0	9936	6452
24	506	6454.0	9936	8863
24	750	6588.0	9936	14072
24	859	5898.0	9936	16186
25	338	8799.0	8799	11023
25	408	8610.0	8799	11427
25	680	7738.0	8799	7999
25	808	8012.0	8799	12126
25	1002	7027.0	8799	7903
26	531	6055.0	7626	16669
26	576	6172.0	7626	7394
26	624	5320.0	7626	12645
26	766	5891.0	7626	8760
26	836	6179.0	7626	13185
27	238	8282.0	17784	14088
27	322	8038.0	17784	13687
27	483	9975.0	17784	12327
27	696	7003.0	17784	9073
27	850	8132.0	17784	8164
28	213	9133.0	14815	18494
28	271	8493.0	14815	8803
28	300	10405.0	14815	12277
28	588	7337.0	14815	7327
28	715	7490.0	14815	7328
29	204	5806.0	9091	10843
29	453	7912.0	9091	16821
29	676	6388.0	9091	14587
29	868	8415.0	9091	8426
29	972	6186.0	9091	7512
30	286	5938.0	8796	7014
30	520	8795.0	8796	15771
30	654	6110.0	8796	15756
30	762	6067.0	8796	8782
30	815	6153.0	8796	6865
31	172	3208.0	9915	5311
31	436	3069.0	9915	4219
31	751	3717.0	9915	12655
31	773	3973.0	9915	8474
31	978	2948.0	9915	6430
32	404	3187.0	7114	6005
32	476	3343.0	7114	5282
32	805	3403.0	7114	7741
32	866	3467.0	7114	4390
32	930	3334.0	7114	7347
33	642	5117.0	11535	21006
33	889	4536.0	11535	6083
33	897	4371.0	11535	7820
33	956	4042.0	11535	5896
33	986	5039.0	11535	16295
34	90	1383.0	8170	13169
34	457	1460.0	8170	12649
34	601	6048.0	8170	9867
34	630	4679.0	8170	6964
34	739	6659.0	8170	13240
34	776	4733.0	8170	10180
34	934	2290.0	8170	10670
34	970	3490.0	8170	17945
34	981	6638.0	8170	8264
35	418	5437.0	11014	10873
35	771	7045.0	11014	7047
35	894	5489.0	11014	7101
35	936	8085.0	11014	13578
35	989	5984.0	11014	7903
36	284	7679.0	7816	15849
36	429	6759.0	7816	17771
36	451	7816.0	7816	12018
36	684	7816.0	7816	14193
36	738	1706.0	7816	9266
36	821	4864.0	7816	9811
36	903	6998.0	7816	6948
36	987	2872.0	7816	10102
37	90	4161.0	10172	13169
37	221	9598.0	10172	12140
37	222	7434.0	10172	13726
37	270	6541.0	10172	8784
37	515	10172.0	10172	19799
