1	418	6761.0	8732	11037
1	521	8732.0	8732	10661
1	619	5946.0	8732	8773
1	628	6525.0	8732	9947
1	639	4240.0	8732	17257
1	914	6562.0	8732	8482
1	939	2320.0	8732	8229
2	538	8012.0	12215	10164
2	685	11806.0	12215	19557
2	738	9337.0	12215	12991
2	746	11790.0	12215	16337
2	961	6529.0	12215	9570
3	287	8690.0	8690	16999
3	421	7862.0	8690	7789
3	512	8394.0	8690	10247
3	694	7341.0	8690	7530
3	837	8077.0	8690	11809
4	473	12804.0	17717	12733
4	570	10274.0	17717	11384
4	754	13637.0	17717	13691
4	759	8257.0	17717	9483
4	855	8002.0	17717	7391
5	256	8962.0	14643	9554
5	285	11509.0	14643	14213
5	401	9036.0	14643	11432
5	769	10089.0	14643	13042
5	890	8209.0	14643	9033
6	226	5961.0	10304	13326
6	304	6014.0	10304	8625
6	422	9862.0	10304	22290
6	517	8833.0	10304	8728
6	750	6470.0	10304	12357
7	136	4169.0	12001	8504
7	161	5475.0	12001	13388
7	201	8919.0	12001	16138
7	261	7741.0	12001	13658
7	423	4724.0	12001	16306
7	492	7280.0	12001	7754
7	498	5441.0	12001	15811
7	708	3308.0	12001	11141
7	752	5312.0	12001	15762
7	827	7717.0	12001	10922
7	916	6948.0	12001	10442
7	944	5601.0	12001	10553
7	960	3350.0	12001	8100
7	965	4060.0	12001	12964
7	973	7312.0	12001	7477
8	35	4381.0	9099	11573
8	134	1168.0	9099	8400
8	233	4390.0	9099	12522
8	236	6988.0	9099	11879
8	410	7337.0	9099	17078
8	424	4408.0	9099	9605
8	452	4385.0	9099	13457
8	453	7073.0	9099	6990
8	510	3509.0	9099	12869
8	643	4369.0	9099	17833
8	679	3422.0	9099	8377
8	774	4384.0	9099	15812
8	794	4394.0	9099	15053
8	844	6823.0	9099	8845
8	924	8997.0	9099	11592
8	943	4388.0	9099	12575
8	995	1947.0	9099	9530
9	172	4213.0	8021	7983
9	208	3481.0	8021	13780
9	253	3616.0	8021	15416
9	549	2881.0	8021	6726
9	741	4962.0	8021	8911
9	760	7814.0	8021	15698
9	807	4936.0	8021	7025
9	848	4797.0	8021	5196
9	917	4120.0	8021	6339
9	931	7715.0	8021	9482
10	375	8486.0	10660	9242
10	443	9240.0	10660	17710
10	773	8537.0	10660	13548
10	915	7508.0	10660	9002
10	974	7601.0	10660	10095
11	75	1358.0	8299	20546
11	79	1356.0	8299	14606
11	86	1354.0	8299	21034
11	91	1131.0	8299	9825
11	156	1356.0	8299	21041
11	204	1138.0	8299	8559
11	213	1392.0	8299	9582
11	228	1328.0	8299	11300
11	284	6997.0	8299	8282
11	296	1355.0	8299	15380
11	338	1355.0	8299	13748
11	396	1355.0	8299	14353
11	429	8299.0	8299	14249
11	493	1336.0	8299	11003
11	506	1312.0	8299	12675
11	519	7227.0	8299	11781
11	557	1379.0	8299	10188
11	604	1356.0	8299	15054
11	612	7952.0	8299	9988
11	617	1357.0	8299	10548
11	623	1363.0	8299	17192
11	638	1355.0	8299	20005
11	680	7169.0	8299	11118
11	686	1353.0	8299	15876
11	742	1334.0	8299	12871
11	788	1368.0	8299	13638
11	834	1354.0	8299	14698
11	856	1353.0	8299	13442
11	999	1361.0	8299	18782
12	13	3107.0	10540	5601
12	361	3656.0	10540	4746
12	650	4201.0	10540	19044
12	873	4402.0	10540	5274
12	954	3653.0	10540	7184
13	12	2803.0	5601	10540
13	361	3337.0	5601	4746
13	650	5601.0	5601	19044
13	873	3963.0	5601	5274
13	954	3333.0	5601	7184
14	289	7140.0	12570	8436
14	580	7451.0	12570	10691
14	669	5805.0	12570	6280
14	948	10250.0	12570	13912
14	978	8695.0	12570	11428
15	309	3560.0	7571	5720
15	420	3647.0	7571	16900
15	427	3623.0	7571	16386
15	496	3638.0	7571	8980
15	569	3536.0	7571	6556
16	18	1317.0	7677	10897
16	121	1322.0	7677	16869
16	219	1295.0	7677	17727
16	241	7677.0	7677	16895
16	268	1339.0	7677	14888
16	450	1283.0	7677	12273
16	451	1283.0	7677	7675
16	485	1340.0	7677	14441
16	524	7677.0	7677	9411
16	546	6275.0	7677	9182
16	584	1322.0	7677	19084
16	597	5685.0	7677	11483
16	653	7466.0	7677	13019
16	747	1309.0	7677	12347
16	796	1212.0	7677	22178
17	546	2184.0	7222	9182
17	560	5685.0	7222	6403
17	575	6292.0	7222	10779
17	597	4269.0	7222	11483
17	653	5256.0	7222	13019
17	656	7144.0	7222	7969
17	770	5439.0	7222	5604
18	16	1400.0	10897	7677
18	121	1412.0	10897	16869
18	219	1407.0	10897	17727
18	241	1407.0	10897	16895
18	268	1408.0	10897	14888
18	299	7439.0	10897	11152
18	450	8899.0	10897	12273
18	451	7232.0	10897	7675
18	485	1406.0	10897	14441
18	524	1410.0	10897	9411
18	584	1413.0	10897	19084
18	653	1408.0	10897	13019
18	747	10789.0	10897	12347
18	796	8741.0	10897	22178
19	185	3013.0	15783	17319
19	319	9640.0	15783	9855
19	342	10274.0	15783	11062
19	353	8224.0	15783	15882
19	395	9283.0	15783	18710
19	555	2134.0	15783	10203
19	578	9240.0	15783	9290
19	799	9541.0	15783	12138
20	28	4261.0	16888	11601
20	69	1960.0	16888	8258
20	300	8697.0	16888	11963
20	431	6651.0	16888	7710
20	481	7759.0	16888	15793
20	743	3033.0	16888	10637
20	831	1274.0	16888	13476
20	862	6669.0	16888	7641
20	928	8352.0	16888	9997
20	940	3041.0	16888	11365
21	41	1431.0	11972	26236
21	220	8684.0	11972	10379
21	404	8617.0	11972	15442
21	486	7233.0	11972	8504
21	571	8584.0	11972	8425
21	681	9073.0	11972	15462
22	487	6820.0	8341	8795
22	674	7296.0	8341	9788
22	781	6915.0	8341	8119
22	846	7158.0	8341	7484
22	945	6559.0	8341	10599
23	206	8862.0	8862	10806
23	742	7626.0	8862	12871
23	756	8862.0	8862	11471
23	767	6059.0	8862	10625
23	867	8003.0	8862	8209
24	175	5412.0	21363	9752
24	227	5412.0	21363	8404
24	260	5413.0	21363	11037
24	551	5412.0	21363	15463
24	695	5415.0	21363	20576
25	324	12102.0	12102	16797
25	463	7551.0	12102	9505
25	594	7245.0	12102	7108
25	705	9357.0	12102	10813
25	718	7461.0	12102	9112
26	217	5343.0	8552	12861
26	320	5965.0	8552	12552
26	536	7042.0	8552	11980
26	755	6796.0	8552	9161
26	797	8498.0	8552	9025
27	290	7858.0	15662	8154
27	367	11041.0	15662	19265
27	368	14118.0	15662	19197
27	721	7777.0	15662	8227
27	785	9756.0	15662	17427
